age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
54,management,divorced,tertiary,no,5475,no,no,cellular,22,jul,321,4,-1,0,unknown,yes
38,management,married,tertiary,no,536,yes,no,cellular,22,jul,248,1,-1,0,unknown,yes
39,blue-collar,married,primary,no,558,yes,no,unknown,22,jul,23,1,531,3,failure,no
41,blue-collar,divorced,secondary,no,663,yes,no,unknown,22,jul,24,1,792,3,other,no
34,technician,single,secondary,no,1279,yes,no,cellular,22,jul,174,2,160,8,other,yes
93,retired,married,unknown,no,775,no,no,cellular,22,jul,860,2,177,7,success,yes
34,technician,single,secondary,no,1313,no,no,cellular,22,jul,427,2,94,4,failure,no
42,technician,single,secondary,no,631,no,no,telephone,22,jul,171,2,413,3,failure,no
36,management,married,tertiary,no,203,no,no,cellular,23,jul,608,3,179,2,success,yes
33,admin.,single,tertiary,no,146,no,no,cellular,23,jul,351,3,-1,0,unknown,yes
37,technician,single,tertiary,no,0,yes,no,cellular,23,jul,366,6,-1,0,unknown,yes
35,management,married,tertiary,no,4124,yes,no,cellular,23,jul,350,2,445,7,other,yes
41,admin.,married,secondary,no,14968,no,no,cellular,23,jul,1360,4,-1,0,unknown,yes
49,admin.,married,secondary,no,197,yes,no,cellular,23,jul,125,1,101,3,success,no
33,management,single,tertiary,no,307,no,no,cellular,23,jul,113,6,179,4,failure,no
36,technician,divorced,secondary,no,1451,yes,no,cellular,23,jul,192,4,93,17,other,yes
30,student,single,tertiary,no,3026,no,no,cellular,23,jul,251,1,535,1,failure,yes
41,technician,single,tertiary,no,431,no,no,cellular,23,jul,196,1,88,5,failure,yes
29,management,single,tertiary,no,985,yes,no,cellular,23,jul,396,2,-1,0,unknown,yes
30,services,single,secondary,no,268,no,no,unknown,24,jul,86,1,-1,0,unknown,no
25,student,married,secondary,no,37,no,no,unknown,24,jul,11,1,-1,0,unknown,no
28,student,single,secondary,no,2015,no,no,cellular,26,jul,110,2,182,2,failure,no
82,retired,married,primary,no,243,no,no,cellular,26,jul,275,1,180,2,success,yes
26,student,single,secondary,no,3090,no,no,cellular,26,jul,379,1,339,1,failure,no
56,retired,married,secondary,no,393,no,yes,cellular,26,jul,183,1,221,2,failure,yes
33,technician,divorced,secondary,no,948,no,no,unknown,26,jul,7,1,-1,0,unknown,no
38,unemployed,married,secondary,no,995,no,no,unknown,26,jul,84,1,-1,0,unknown,no
27,technician,single,secondary,no,-69,no,no,unknown,26,jul,4,1,-1,0,unknown,no
27,management,single,tertiary,no,102,no,no,unknown,26,jul,9,1,-1,0,unknown,no
45,blue-collar,single,secondary,no,0,yes,no,cellular,26,jul,768,2,91,5,success,no
37,technician,married,secondary,no,1707,yes,no,cellular,26,jul,546,2,784,3,failure,yes
48,management,married,tertiary,no,612,no,no,cellular,26,jul,86,7,292,1,other,no
46,admin.,married,unknown,no,5511,no,no,cellular,26,jul,414,2,389,1,success,yes
37,management,married,tertiary,no,387,no,no,cellular,26,jul,128,2,419,1,failure,no
28,admin.,single,tertiary,no,313,no,yes,cellular,26,jul,461,2,326,4,failure,no
44,self-employed,divorced,secondary,no,8,no,no,cellular,26,jul,423,4,-1,0,unknown,yes
32,admin.,single,secondary,no,457,no,no,cellular,26,jul,109,3,455,2,failure,no
40,technician,married,secondary,no,0,yes,yes,cellular,26,jul,105,2,172,1,failure,no
61,self-employed,married,tertiary,no,10861,no,no,cellular,26,jul,336,2,259,3,success,yes
23,student,single,secondary,no,794,no,no,cellular,26,jul,607,3,171,3,other,yes
69,retired,married,secondary,no,0,no,no,cellular,27,jul,666,1,90,4,success,yes
33,services,single,unknown,no,2297,no,no,cellular,27,jul,527,1,-1,0,unknown,yes
33,management,single,tertiary,no,373,no,yes,cellular,27,jul,267,1,180,4,failure,yes
23,management,single,tertiary,no,1807,no,no,cellular,27,jul,606,1,-1,0,unknown,yes
35,management,married,tertiary,no,775,no,no,unknown,27,jul,9,1,-1,0,unknown,no
31,services,single,secondary,yes,-248,no,no,unknown,27,jul,5,1,-1,0,unknown,no
27,services,single,secondary,no,230,no,no,unknown,27,jul,5,1,-1,0,unknown,no
49,admin.,divorced,secondary,no,1180,no,no,cellular,27,jul,139,2,181,4,success,no
31,admin.,single,secondary,no,255,no,no,cellular,27,jul,167,2,181,1,success,no
45,technician,married,secondary,no,2776,yes,no,cellular,27,jul,287,2,181,1,success,yes
61,retired,married,secondary,no,1058,no,no,cellular,27,jul,218,2,91,3,success,yes
41,retired,single,primary,no,2579,no,no,cellular,27,jul,235,1,287,1,failure,no
49,technician,married,secondary,no,308,no,no,cellular,27,jul,266,5,-1,0,unknown,no
47,admin.,married,secondary,no,1210,no,no,cellular,27,jul,493,4,-1,0,unknown,no
46,technician,married,unknown,no,3308,no,no,cellular,28,jul,219,2,-1,0,unknown,yes
40,admin.,married,secondary,no,0,no,no,cellular,28,jul,496,2,182,11,success,yes
55,technician,married,tertiary,no,1320,no,no,cellular,28,jul,340,1,91,2,success,yes
24,student,single,secondary,no,822,no,no,cellular,28,jul,106,2,-1,0,unknown,no
39,unemployed,married,primary,no,7005,yes,no,cellular,28,jul,429,2,184,3,success,yes
82,housemaid,divorced,primary,no,1381,no,no,cellular,28,jul,844,5,181,4,failure,yes
27,technician,single,secondary,no,204,no,no,cellular,28,jul,471,2,-1,0,unknown,yes
26,technician,married,secondary,no,267,yes,no,cellular,28,jul,817,2,-1,0,unknown,yes
31,management,single,tertiary,no,725,yes,no,cellular,28,jul,211,1,92,2,failure,no
22,unemployed,single,tertiary,no,993,no,no,cellular,28,jul,115,3,93,1,other,yes
27,student,single,tertiary,no,311,no,no,cellular,28,jul,462,1,148,4,success,yes
32,admin.,married,secondary,no,389,yes,no,cellular,28,jul,129,3,233,3,failure,no
53,blue-collar,married,primary,no,306,no,no,cellular,28,jul,388,3,181,1,success,yes
54,management,married,tertiary,no,752,no,no,telephone,29,jul,211,5,491,4,other,yes
53,technician,married,tertiary,no,2557,no,no,cellular,29,jul,95,4,182,7,success,no
29,management,married,tertiary,no,135,no,no,cellular,29,jul,225,4,-1,0,unknown,no
64,retired,married,secondary,no,1574,no,no,telephone,29,jul,301,3,-1,0,unknown,yes
33,blue-collar,married,secondary,no,0,yes,no,unknown,29,jul,331,1,-1,0,unknown,no
57,technician,married,tertiary,no,1181,no,no,cellular,29,jul,169,2,182,2,success,yes
31,management,single,tertiary,no,1761,yes,no,telephone,29,jul,332,3,440,3,failure,yes
61,admin.,married,unknown,no,4629,yes,no,cellular,29,jul,349,3,183,2,success,yes
35,unemployed,single,tertiary,no,154,no,no,cellular,29,jul,200,4,181,2,failure,yes
57,unemployed,divorced,secondary,no,1088,no,no,cellular,29,jul,1697,1,-1,0,unknown,no
77,retired,married,secondary,no,4112,no,no,telephone,29,jul,426,1,184,3,success,yes
36,services,married,secondary,no,11650,yes,no,telephone,29,jul,268,1,-1,0,unknown,yes
32,management,married,tertiary,no,6138,no,no,cellular,29,jul,519,2,90,9,failure,yes
25,services,single,unknown,no,2022,no,no,cellular,29,jul,276,8,97,12,other,yes
61,management,married,unknown,no,264,no,no,telephone,29,jul,270,1,178,1,success,yes
69,retired,single,tertiary,no,2144,no,no,cellular,29,jul,417,1,184,4,success,yes
69,technician,married,tertiary,no,482,no,no,cellular,29,jul,478,1,267,1,failure,yes
29,management,single,tertiary,no,0,no,no,cellular,29,jul,99,6,-1,0,unknown,no
35,management,single,tertiary,no,2187,yes,no,cellular,29,jul,229,1,174,13,other,no
47,management,divorced,tertiary,no,-130,yes,no,cellular,30,jul,221,4,431,5,other,no
30,admin.,single,tertiary,no,8,no,yes,cellular,30,jul,76,2,150,1,failure,no
28,admin.,single,secondary,no,261,yes,yes,cellular,30,jul,269,7,182,9,success,no
34,admin.,married,tertiary,no,0,no,no,cellular,30,jul,292,1,183,2,success,yes
71,technician,married,secondary,no,3020,no,no,telephone,30,jul,304,1,270,3,failure,yes
49,retired,married,primary,no,18,no,no,unknown,30,jul,9,1,-1,0,unknown,no
45,management,single,tertiary,no,4831,no,no,cellular,30,jul,852,3,182,11,success,yes
64,retired,married,primary,no,12067,no,no,telephone,30,jul,367,2,92,2,success,yes
39,entrepreneur,married,secondary,no,689,no,no,cellular,30,jul,240,3,-1,0,unknown,no
35,technician,single,secondary,no,1227,no,no,cellular,30,jul,1005,5,134,10,success,yes
36,admin.,single,tertiary,no,980,no,no,cellular,30,jul,156,3,179,4,failure,no
22,student,single,unknown,no,1232,no,no,cellular,30,jul,283,1,430,2,other,yes
27,technician,single,secondary,no,842,no,no,cellular,30,jul,273,1,91,1,other,no
83,housemaid,divorced,primary,no,5944,no,no,cellular,30,jul,200,3,-1,0,unknown,no
23,management,single,tertiary,no,906,no,no,cellular,30,jul,160,3,-1,0,unknown,no
31,services,single,tertiary,no,1626,no,no,unknown,31,jul,15,1,-1,0,unknown,no
34,unemployed,married,tertiary,no,822,no,no,unknown,1,aug,11,1,-1,0,unknown,no
35,self-employed,married,tertiary,no,980,no,no,cellular,2,aug,428,2,336,6,failure,no
80,retired,married,secondary,no,173,no,no,cellular,2,aug,87,3,-1,0,unknown,no
46,unknown,married,tertiary,no,8564,no,no,cellular,2,aug,397,2,342,1,failure,no
33,management,married,tertiary,no,643,no,no,cellular,2,aug,203,3,94,1,other,no
26,technician,single,secondary,no,1873,no,no,cellular,2,aug,1013,3,276,2,other,no
25,technician,single,secondary,no,31,no,no,cellular,2,aug,300,3,-1,0,unknown,no
54,services,married,secondary,no,386,yes,no,cellular,2,aug,155,2,-1,0,unknown,no
34,management,single,tertiary,no,275,no,no,cellular,2,aug,196,2,455,23,other,yes
34,management,married,secondary,no,369,no,no,cellular,2,aug,868,3,342,4,failure,yes
59,technician,single,secondary,no,571,no,yes,unknown,2,aug,25,1,-1,0,unknown,no
76,housemaid,married,primary,no,1483,no,no,cellular,2,aug,90,4,-1,0,unknown,no
32,technician,single,tertiary,no,388,no,no,cellular,2,aug,100,8,95,3,success,no
65,retired,divorced,unknown,no,300,no,no,cellular,2,aug,245,2,-1,0,unknown,no
37,blue-collar,single,unknown,no,871,yes,no,cellular,2,aug,209,1,542,4,failure,no
55,technician,married,unknown,no,240,yes,no,cellular,2,aug,108,3,277,1,success,yes
53,admin.,single,secondary,no,2398,yes,no,cellular,2,aug,317,1,180,2,failure,yes
63,management,married,tertiary,no,2785,no,no,cellular,2,aug,341,2,392,3,success,yes
32,unemployed,single,secondary,no,8304,no,no,cellular,2,aug,486,1,286,2,failure,no
24,student,single,secondary,no,867,no,no,cellular,2,aug,135,7,108,8,other,no
33,student,single,unknown,no,2321,no,no,cellular,2,aug,308,1,109,4,failure,no
33,management,married,tertiary,no,7154,no,no,cellular,2,aug,153,4,129,4,other,no
38,technician,single,tertiary,no,1727,no,no,telephone,2,aug,141,2,185,6,other,no
37,management,single,tertiary,no,62,yes,no,cellular,2,aug,428,2,272,8,success,yes
30,student,single,secondary,no,3096,no,no,cellular,2,aug,226,3,188,1,failure,no
36,technician,single,secondary,no,1745,no,no,cellular,2,aug,258,1,-1,0,unknown,no
29,student,single,secondary,no,1377,yes,no,cellular,3,aug,248,1,446,2,success,yes
29,student,single,tertiary,no,163,no,no,cellular,3,aug,249,1,-1,0,unknown,yes
38,management,married,tertiary,no,1199,no,no,cellular,3,aug,482,1,-1,0,unknown,yes
34,admin.,married,tertiary,no,0,yes,yes,cellular,3,aug,108,2,180,7,failure,no
62,retired,married,secondary,no,569,no,no,cellular,3,aug,187,2,180,6,success,yes
34,technician,married,secondary,no,0,yes,no,cellular,3,aug,261,1,470,2,failure,yes
56,services,married,secondary,no,1989,no,no,cellular,3,aug,279,4,181,4,success,yes
48,housemaid,single,primary,no,46,no,no,cellular,3,aug,113,2,180,1,failure,yes
33,technician,married,secondary,no,1026,no,no,cellular,3,aug,326,2,340,3,failure,no
32,admin.,married,secondary,no,200,no,no,cellular,3,aug,172,3,-1,0,unknown,no
42,management,married,tertiary,no,372,yes,no,cellular,3,aug,654,2,-1,0,unknown,yes
68,retired,married,tertiary,no,2812,no,no,cellular,3,aug,392,4,181,3,success,yes
60,housemaid,married,secondary,no,0,no,no,telephone,3,aug,676,2,181,5,failure,yes
34,admin.,married,tertiary,no,69,no,yes,cellular,3,aug,263,3,251,3,success,yes
43,blue-collar,married,primary,no,2952,no,no,cellular,3,aug,417,2,95,1,other,yes
29,management,married,tertiary,no,198,yes,no,cellular,3,aug,1179,1,-1,0,unknown,no
62,retired,married,secondary,no,569,no,no,cellular,4,aug,288,1,1,8,success,yes
29,management,married,tertiary,no,198,yes,no,cellular,4,aug,453,1,1,1,failure,no
68,retired,married,tertiary,no,2812,no,no,cellular,4,aug,651,1,1,7,success,yes
38,management,married,tertiary,no,1199,no,no,cellular,4,aug,178,1,1,1,success,yes
59,unknown,married,unknown,no,1500,no,no,cellular,4,aug,248,1,182,1,other,no
63,entrepreneur,married,secondary,no,3904,no,no,telephone,4,aug,250,2,187,2,success,yes
48,admin.,married,secondary,no,156,no,no,cellular,4,aug,291,1,-1,0,unknown,yes
30,services,single,tertiary,no,1788,no,no,cellular,4,aug,288,1,181,2,failure,yes
45,admin.,married,secondary,no,205,no,no,cellular,4,aug,180,1,92,3,success,yes
78,retired,married,unknown,no,38,no,no,telephone,4,aug,156,1,1,3,other,no
59,unemployed,married,secondary,no,1625,no,no,cellular,4,aug,198,1,180,2,success,yes
38,management,married,tertiary,no,238,no,no,cellular,4,aug,139,1,92,3,failure,yes
33,technician,married,secondary,no,1026,no,no,cellular,4,aug,87,1,1,5,failure,no
49,blue-collar,married,secondary,no,1730,yes,no,cellular,4,aug,605,2,92,4,success,yes
80,retired,married,secondary,no,2354,no,no,telephone,4,aug,199,2,181,3,success,no
30,housemaid,single,tertiary,no,19,no,no,cellular,4,aug,139,1,92,5,success,yes
35,management,single,tertiary,no,747,no,no,cellular,4,aug,91,1,1,6,other,no
35,unemployed,single,tertiary,no,415,no,no,cellular,4,aug,462,1,92,4,success,yes
32,management,married,tertiary,no,1812,no,no,cellular,4,aug,296,1,182,4,other,yes
93,retired,married,unknown,no,775,no,no,cellular,4,aug,476,2,13,9,success,yes
60,housemaid,married,secondary,no,0,no,no,telephone,4,aug,153,1,1,7,success,no
30,admin.,single,secondary,no,3528,no,no,cellular,4,aug,250,1,92,2,failure,yes
42,admin.,married,secondary,no,641,no,no,cellular,4,aug,111,1,1,1,other,no
33,technician,married,secondary,no,180,no,no,cellular,4,aug,561,1,435,3,failure,yes
48,housemaid,single,primary,no,46,no,no,cellular,4,aug,118,1,1,3,success,yes
38,services,married,secondary,no,4017,no,no,cellular,4,aug,470,1,96,3,success,yes
28,student,single,secondary,no,970,no,no,telephone,4,aug,297,1,-1,0,unknown,no
34,admin.,married,tertiary,no,69,no,yes,cellular,4,aug,120,3,1,6,success,yes
42,management,married,tertiary,no,372,yes,no,cellular,4,aug,153,3,1,2,success,yes
36,management,married,tertiary,no,1133,yes,no,cellular,4,aug,293,1,181,2,other,yes
50,management,married,tertiary,no,2881,no,no,cellular,5,aug,510,2,2,5,other,no
34,technician,married,secondary,no,0,yes,no,cellular,5,aug,231,2,2,3,success,yes
34,management,married,tertiary,no,1778,no,no,cellular,5,aug,329,2,181,4,failure,no
60,services,married,secondary,no,4428,no,no,cellular,5,aug,382,1,97,5,other,no
34,admin.,married,tertiary,no,79,yes,no,cellular,5,aug,203,1,92,5,success,yes
29,management,single,tertiary,no,437,no,no,cellular,5,aug,504,1,92,1,success,yes
38,technician,married,secondary,no,318,no,no,cellular,5,aug,274,1,182,6,success,yes
53,management,married,tertiary,no,18931,no,no,cellular,5,aug,224,1,86,23,other,no
41,technician,single,tertiary,no,1646,yes,no,cellular,5,aug,172,3,92,8,success,yes
38,admin.,single,secondary,no,115,no,no,cellular,5,aug,250,3,182,10,failure,no
45,blue-collar,single,secondary,no,0,no,no,cellular,5,aug,374,2,472,1,success,yes
57,technician,divorced,secondary,no,470,no,no,cellular,5,aug,480,3,-1,0,unknown,yes
53,management,married,tertiary,no,3591,yes,no,cellular,5,aug,306,2,181,2,other,yes
56,management,divorced,tertiary,no,2037,no,no,cellular,5,aug,318,1,91,6,failure,yes
36,services,married,secondary,no,394,no,no,cellular,5,aug,324,1,-1,0,unknown,yes
32,management,single,tertiary,no,1077,no,no,cellular,5,aug,200,1,717,4,failure,no
33,technician,single,secondary,no,2979,no,no,cellular,5,aug,326,2,437,1,failure,yes
41,management,married,tertiary,no,1092,no,no,cellular,5,aug,736,1,-1,0,unknown,yes
67,retired,divorced,primary,no,1746,no,no,cellular,5,aug,134,1,-1,0,unknown,no
34,admin.,divorced,secondary,no,661,yes,no,cellular,5,aug,245,2,183,10,failure,yes
45,management,married,tertiary,no,2077,no,no,cellular,5,aug,163,1,-1,0,unknown,no
28,management,single,tertiary,no,1530,no,no,cellular,5,aug,98,3,-1,0,unknown,no
29,housemaid,single,tertiary,no,2196,no,no,cellular,5,aug,215,1,-1,0,unknown,yes
34,management,single,tertiary,no,417,yes,no,cellular,5,aug,270,1,174,15,failure,yes
21,entrepreneur,single,tertiary,no,2077,no,no,cellular,5,aug,323,1,-1,0,unknown,yes
27,self-employed,single,tertiary,no,347,no,no,cellular,6,aug,385,4,-1,0,unknown,yes
37,management,married,tertiary,no,2283,no,no,cellular,6,aug,303,2,92,4,success,yes
52,housemaid,married,primary,no,256,no,no,cellular,6,aug,137,1,-1,0,unknown,no
29,admin.,single,tertiary,no,-197,no,no,unknown,6,aug,47,1,-1,0,unknown,no
33,student,married,secondary,no,1536,no,no,cellular,6,aug,258,2,178,4,success,yes
45,management,married,secondary,no,446,no,no,cellular,6,aug,304,3,-1,0,unknown,yes
61,blue-collar,married,primary,no,5,no,no,cellular,6,aug,562,2,94,3,success,yes
27,technician,single,tertiary,no,401,no,no,cellular,6,aug,218,3,93,2,success,yes
22,student,single,secondary,no,216,no,no,cellular,6,aug,178,1,179,2,success,yes
37,management,married,secondary,no,565,no,no,cellular,6,aug,174,1,93,3,failure,yes
82,retired,divorced,primary,no,0,no,no,cellular,6,aug,381,3,295,1,failure,no
42,admin.,married,tertiary,no,1536,no,no,cellular,6,aug,140,1,182,4,failure,no
45,admin.,married,secondary,no,476,no,no,cellular,6,aug,356,1,364,1,other,yes
35,admin.,single,secondary,no,-32,no,yes,cellular,6,aug,366,2,178,9,success,yes
28,blue-collar,single,secondary,no,1348,yes,no,cellular,6,aug,221,2,-1,0,unknown,yes
32,student,single,tertiary,no,0,no,no,cellular,6,aug,101,5,3,6,other,no
31,blue-collar,single,secondary,no,228,no,no,cellular,6,aug,744,1,88,4,other,yes
62,management,married,tertiary,no,1859,no,no,telephone,6,aug,245,3,-1,0,unknown,yes
47,management,married,tertiary,no,2306,no,no,telephone,6,aug,239,4,-1,0,unknown,yes
37,technician,married,tertiary,no,4596,yes,no,cellular,6,aug,323,1,91,6,failure,no
35,blue-collar,married,secondary,no,884,yes,no,unknown,9,aug,6,1,-1,0,unknown,no
25,student,single,secondary,no,1028,no,no,cellular,9,aug,148,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,80,yes,yes,unknown,9,aug,6,1,461,5,failure,no
71,retired,married,secondary,no,2064,no,no,cellular,9,aug,370,2,291,1,failure,no
79,retired,divorced,secondary,no,631,no,no,telephone,9,aug,440,5,182,3,failure,no
52,technician,married,tertiary,no,0,no,no,cellular,9,aug,145,3,94,4,success,no
60,housemaid,married,primary,no,182,no,no,cellular,9,aug,182,2,95,11,failure,no
75,retired,married,primary,no,3504,no,no,telephone,9,aug,195,1,-1,0,unknown,no
28,management,single,tertiary,no,6791,no,no,telephone,9,aug,361,1,46,35,failure,no
55,services,married,tertiary,no,2877,no,no,cellular,9,aug,305,1,91,2,other,no
57,admin.,married,unknown,no,2038,no,no,cellular,9,aug,628,1,182,2,failure,yes
60,technician,married,secondary,no,824,yes,no,cellular,9,aug,265,1,181,8,success,yes
32,services,married,secondary,no,859,yes,no,unknown,9,aug,39,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,0,yes,no,unknown,10,aug,97,1,782,1,other,yes
26,admin.,married,secondary,no,284,no,no,unknown,10,aug,11,1,-1,0,unknown,no
66,management,married,tertiary,no,6251,no,no,cellular,10,aug,273,2,356,10,other,no
25,student,single,secondary,no,348,no,no,cellular,10,aug,245,1,-1,0,unknown,yes
19,student,single,unknown,no,108,no,no,cellular,10,aug,168,1,182,2,success,yes
40,blue-collar,married,secondary,no,1515,yes,no,cellular,10,aug,503,1,-1,0,unknown,yes
44,entrepreneur,married,tertiary,no,121,no,no,cellular,10,aug,412,1,-1,0,unknown,yes
33,management,married,tertiary,no,1514,no,no,cellular,10,aug,447,1,728,2,failure,yes
53,unemployed,married,secondary,no,94,no,no,cellular,10,aug,493,1,181,14,success,yes
32,technician,married,secondary,no,473,no,yes,cellular,10,aug,1064,1,95,3,success,yes
30,technician,single,tertiary,no,2325,no,no,cellular,10,aug,263,1,127,7,failure,yes
36,student,single,unknown,no,417,no,no,cellular,10,aug,304,1,181,1,success,yes
56,technician,divorced,secondary,no,3450,no,no,cellular,10,aug,507,1,181,2,success,yes
34,management,married,tertiary,no,573,no,no,cellular,10,aug,122,1,-1,0,unknown,no
38,entrepreneur,single,secondary,no,2543,no,no,cellular,10,aug,223,1,414,4,failure,yes
77,retired,married,primary,no,2223,no,no,telephone,10,aug,365,2,187,1,success,no
22,self-employed,single,secondary,no,2138,no,yes,cellular,10,aug,164,1,109,2,other,yes
34,technician,single,secondary,no,2085,no,no,cellular,10,aug,356,3,182,2,success,yes
46,self-employed,divorced,secondary,no,0,no,no,unknown,10,aug,6,1,-1,0,unknown,no
29,admin.,single,secondary,no,464,no,no,cellular,10,aug,317,2,518,1,failure,yes
29,blue-collar,single,tertiary,no,98,no,no,cellular,10,aug,170,2,-1,0,unknown,no
61,retired,married,secondary,no,1853,no,no,telephone,10,aug,520,1,181,2,success,yes
62,blue-collar,married,secondary,no,272,no,no,cellular,11,aug,146,1,286,2,failure,yes
55,technician,married,secondary,no,10185,no,no,cellular,11,aug,248,1,180,4,success,no
24,student,single,secondary,no,1925,no,no,cellular,11,aug,1363,1,-1,0,unknown,yes
28,services,single,secondary,no,899,no,no,unknown,11,aug,61,1,-1,0,unknown,no
65,entrepreneur,married,tertiary,no,2331,no,no,telephone,11,aug,425,1,183,2,success,yes
70,retired,married,primary,no,324,no,no,cellular,11,aug,632,1,308,6,other,yes
60,technician,married,secondary,no,116,no,no,cellular,11,aug,329,2,181,8,success,yes
30,student,single,secondary,no,1779,no,no,cellular,11,aug,233,1,433,1,success,yes
51,management,married,tertiary,no,346,no,no,cellular,11,aug,237,1,180,6,success,yes
36,self-employed,single,tertiary,no,353,no,no,cellular,11,aug,361,2,181,2,success,yes
42,management,married,tertiary,no,27696,no,no,cellular,11,aug,370,1,91,7,success,yes
58,management,married,secondary,no,2155,no,yes,cellular,11,aug,248,2,182,7,success,yes
30,admin.,married,secondary,no,590,no,no,cellular,11,aug,443,3,-1,0,unknown,no
35,admin.,married,secondary,no,2374,yes,no,cellular,11,aug,765,2,183,5,success,yes
35,technician,single,secondary,no,920,yes,no,cellular,11,aug,159,2,286,6,failure,no
35,technician,married,tertiary,no,7050,no,no,cellular,11,aug,222,3,182,4,success,yes
43,blue-collar,married,secondary,no,413,yes,no,cellular,12,aug,235,2,182,4,success,yes
34,technician,single,secondary,no,1313,no,no,cellular,12,aug,176,1,21,6,failure,no
77,retired,married,primary,no,2590,no,no,telephone,12,aug,345,1,178,20,failure,yes
34,blue-collar,married,secondary,no,320,yes,no,cellular,12,aug,352,1,828,2,failure,yes
35,blue-collar,married,secondary,no,1454,yes,no,cellular,12,aug,323,1,182,4,success,yes
39,blue-collar,married,secondary,no,1382,yes,no,cellular,12,aug,357,1,182,2,success,yes
32,student,single,unknown,no,376,no,no,cellular,12,aug,192,1,91,5,failure,no
75,retired,married,secondary,no,291,no,no,cellular,12,aug,350,1,182,2,success,yes
29,management,single,tertiary,no,266,no,no,cellular,12,aug,176,1,185,1,failure,no
35,self-employed,married,tertiary,no,2427,no,no,cellular,12,aug,175,3,31,10,success,yes
41,admin.,married,secondary,no,2498,no,no,cellular,12,aug,411,1,-1,0,unknown,yes
25,student,single,unknown,no,1003,no,no,cellular,12,aug,361,1,-1,0,unknown,yes
51,blue-collar,married,secondary,no,2007,yes,no,cellular,12,aug,1226,3,-1,0,unknown,yes
48,unemployed,married,secondary,no,926,no,no,cellular,12,aug,504,2,178,10,success,yes
28,management,single,tertiary,no,-62,no,no,unknown,12,aug,17,1,-1,0,unknown,no
26,unemployed,single,secondary,no,632,no,no,cellular,12,aug,312,3,181,1,success,yes
27,self-employed,single,tertiary,no,4574,no,no,cellular,12,aug,187,2,-1,0,unknown,no
55,unknown,married,secondary,no,2206,no,no,cellular,12,aug,265,1,91,5,success,yes
27,student,single,unknown,no,598,no,no,cellular,12,aug,126,1,524,1,failure,no
44,technician,divorced,secondary,no,314,yes,no,unknown,12,aug,18,1,651,1,success,no
44,management,married,tertiary,no,1791,no,no,telephone,12,aug,201,1,182,2,success,yes
31,management,married,tertiary,no,6980,no,no,cellular,12,aug,157,2,-1,0,unknown,no
49,services,married,primary,no,1830,yes,no,cellular,13,aug,261,1,179,1,success,yes
29,self-employed,single,tertiary,no,814,no,no,unknown,13,aug,461,1,-1,0,unknown,yes
67,housemaid,divorced,secondary,no,5275,no,no,cellular,13,aug,222,4,-1,0,unknown,yes
42,admin.,divorced,secondary,no,2129,no,no,cellular,13,aug,633,1,182,2,other,yes
48,technician,single,secondary,no,434,no,no,cellular,13,aug,183,1,-1,0,unknown,no
50,technician,divorced,secondary,no,0,yes,no,cellular,13,aug,120,2,91,6,failure,no
58,admin.,married,secondary,no,169,no,no,cellular,13,aug,880,1,92,8,success,yes
35,management,married,tertiary,no,2717,no,no,cellular,13,aug,394,6,-1,0,unknown,yes
45,management,married,tertiary,no,226,yes,no,cellular,13,aug,177,6,179,10,success,yes
30,technician,single,secondary,no,0,no,no,cellular,13,aug,173,4,562,1,failure,no
30,services,single,secondary,no,63,no,no,unknown,13,aug,75,1,-1,0,unknown,no
37,technician,married,tertiary,no,341,no,no,cellular,13,aug,287,3,182,3,success,yes
35,management,divorced,tertiary,no,2885,no,no,cellular,13,aug,199,3,43,8,other,yes
28,admin.,single,secondary,no,1408,no,no,cellular,13,aug,166,1,78,2,failure,no
24,student,single,secondary,no,1719,no,no,cellular,13,aug,161,4,-1,0,unknown,no
34,management,single,secondary,no,524,no,no,unknown,13,aug,9,1,-1,0,unknown,no
61,retired,married,secondary,no,523,no,no,cellular,13,aug,211,3,183,4,success,yes
34,services,married,secondary,no,-52,no,no,unknown,13,aug,12,1,-1,0,unknown,no
60,technician,divorced,secondary,no,367,no,no,cellular,16,aug,318,2,-1,0,unknown,yes
39,admin.,married,secondary,no,47,yes,no,cellular,16,aug,143,2,371,6,failure,no
30,admin.,single,secondary,no,125,yes,no,cellular,16,aug,140,3,116,1,other,no
60,services,married,tertiary,no,4256,yes,no,cellular,16,aug,239,3,761,1,other,yes
29,technician,single,secondary,no,113,no,no,cellular,16,aug,159,2,185,6,success,no
33,technician,married,secondary,no,484,yes,no,cellular,16,aug,205,3,182,9,success,yes
25,services,single,secondary,no,199,no,no,cellular,16,aug,111,2,95,3,other,no
29,management,single,tertiary,no,1673,no,no,cellular,16,aug,200,2,159,3,other,no
27,blue-collar,single,secondary,no,535,no,no,cellular,16,aug,265,3,95,4,success,yes
24,student,single,tertiary,no,1592,no,no,cellular,16,aug,98,3,111,5,other,no
27,admin.,single,secondary,no,416,no,no,unknown,17,aug,8,1,-1,0,unknown,no
36,entrepreneur,married,secondary,no,-280,no,no,unknown,17,aug,6,1,-1,0,unknown,no
